Permutation,Subject,SegDur,Accuracy
25,1,10,0.0258572295744797
26,1,10,0.0277952000733399
27,1,10,0.0344497197473121
28,1,10,0.0247112013659552
29,1,10,0.0246341940514353
30,1,10,0.0232588612897892
31,1,10,0.0308327424567634
32,1,10,0.0301628143692625
33,1,10,0.0390056170436686
34,1,10,0.0264335526909918
35,1,10,0.0234068853463601
36,1,10,0.0229184441654301
37,1,10,0.0250296744026499
38,1,10,0.024969566247758
39,1,10,0.0320053063152175
40,1,10,0.023520307143953
41,1,10,0.026867910967876
42,1,10,0.0205148632262573
43,1,10,0.0305488862389552
44,1,10,0.0255877606695811
45,1,10,0.0267514682110156
46,1,10,0.0299102452378176
47,1,10,0.022545715414324
48,1,10,0.0272878011547048
49,1,10,0.0306002853127111
50,1,10,0.0297456564888775
51,1,10,0.0213400931154924
52,1,10,0.0319433869962427
53,1,10,0.0217982525429688
54,1,10,0.0281848710843023
55,1,10,0.0292853112307583
56,1,10,0.0355724502111164
57,1,10,0.0189895680265232
58,1,10,0.0258576532039112
59,1,10,0.0295241822340249
60,1,10,0.0294957816320946
61,1,10,0.0299019604736278
62,1,10,0.0247496101047817
63,1,10,0.0297787146104874
64,1,10,0.030837567094977
65,1,10,0.0262877083572108
66,1,10,0.0302378311334356
67,1,10,0.032385340342123
68,1,10,0.0291740959945123
69,1,10,0.0145613810615102
70,1,10,0.0326801217315165
71,1,10,0.0300722351176448
72,1,10,0.0225130061368371
73,1,10,0.0275813896335321
74,1,10,0.0302230531613669
75,1,10,0.0165275807178366
76,1,10,0.0301918388363359
77,1,10,0.0293961219193915
78,1,10,0.0264121733175212
79,1,10,0.0271543656421743
80,1,10,0.0279302939735479
81,1,10,0.0268984276569702
82,1,10,0.0292306651312428
83,1,10,0.0271905556357203
84,1,10,0.0344839113997157
85,1,10,0.0271531874369993
86,1,10,0.0235210596182324
87,1,10,0.027346308115274
88,1,10,0.0368149358535815
89,1,10,0.0282753008474
90,1,10,0.0330077544941366
91,1,10,0.0315689309237525
92,1,10,0.0290080654311223
93,1,10,0.0319455545971335
94,1,10,0.0320410038941033
95,1,10,0.0295750484711424
96,1,10,0.0332581937459831
97,1,10,0.0307021626654225
98,1,10,0.02914443204108
99,1,10,0.0250926651610192
100,1,10,0.0264253679810733
1,1,20,0.0336207913606184
2,1,20,0.0300129489242816
3,1,20,0.0291336325059363
4,1,20,0.0235818223372731
5,1,20,0.0251085978547254
6,1,20,0.0341787462252492
7,1,20,0.0300132340260403
8,1,20,0.0322330824234381
9,1,20,0.0213334673931141
10,1,20,0.0295860524290482
11,1,20,0.0323965633154315
12,1,20,0.03468555355529
13,1,20,0.027633058980687
14,1,20,0.0245826332049562
15,1,20,0.0301996720590448
16,1,20,0.032902024032223
17,1,20,0.0223607648887619
18,1,20,0.0321701314896875
19,1,20,0.0273813404190454
20,1,20,0.0282649424357703
21,1,20,0.0344699752573903
22,1,20,0.0311546872906798
23,1,20,0.0226528828066949
24,1,20,0.0288143542986386
25,1,20,0.0253873134989609
26,1,20,0.0250489379356149
27,1,20,0.0228401770786397
28,1,20,0.0220530773452306
29,1,20,0.033482682212205
